"Kafka_Notif","exception"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288054233, u'competitor': u'AI', u'vertical': u'bat', u'fetchTimestamp': 1467100854233, u'channel': u'WEBSITE', u'productId': u'BATEBZY25FXVQ3ZU'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': []}, u'validTill': 1467288045755, u'competitor': u'AI', u'vertical': u'bat', u'fetchTimestamp': 1467100845755, u'channel': u'WEBSITE', u'productId': u'BATE4B8F7SGABJBK'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 3100.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 3199.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288055117, u'competitor': u'AI', u'vertical': u'ab_exerciser', u'fetchTimestamp': 1467100855117, u'channel': u'WEBSITE', u'productId': u'ABEEC86VGHPXDKAV'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 10500.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288063216, u'competitor': u'AI', u'vertical': u'cycle', u'fetchTimestamp': 1467100863216, u'channel': u'WEBSITE', u'productId': u'CCEEAN4X2UEEHXTV'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1699.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288069349, u'competitor': u'AI', u'vertical': u'toy_weapon', u'fetchTimestamp': 1467100869349, u'channel': u'WEBSITE', u'productId': u'TWPE2U9DRZJK9UPD'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1628.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2900.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288069215, u'competitor': u'AI', u'vertical': u'racquet', u'fetchTimestamp': 1467100869215, u'channel': u'WEBSITE', u'productId': u'RAQDMH4DNUKFMQ6Z'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': []}, u'validTill': 1467288060080, u'competitor': u'AI', u'vertical': u'sport_glove', u'fetchTimestamp': 1467100860080, u'channel': u'WEBSITE', u'productId': u'SGEDHDU3ZRA9NHJ5'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 9628.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288066174, u'competitor': u'AI', u'vertical': u'doll_doll_house', u'fetchTimestamp': 1467100866174, u'channel': u'WEBSITE', u'productId': u'DDHDA2T6XXBYQXAY'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 11099.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 12990.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288068882, u'competitor': u'AI', u'vertical': u'cycle', u'fetchTimestamp': 1467100868882, u'channel': u'WEBSITE', u'productId': u'CCEEAN9J9KPKTTXH'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'400001', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 10499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467288068882, u'competitor': u'AI', u'vertical': u'cycle', u'fetchTimestamp': 1467100868882, u'channel': u'WEBSITE', u'productId': u'CCEEAN9J9KPKTTXH'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 510.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 440.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 465.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288078313, u'competitor': u'AI', u'vertical': u'learning_toy', u'fetchTimestamp': 1467100878313, u'channel': u'WEBSITE', u'productId': u'ETYE2U72SHDENDMJ'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2600.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 4593.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288072945, u'competitor': u'AI', u'vertical': u'doll_doll_house', u'fetchTimestamp': 1467100872945, u'channel': u'WEBSITE', u'productId': u'DDHDGVZHUFKPHAMH'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 849.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 899.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288080454, u'competitor': u'AI', u'vertical': u'doll_doll_house', u'fetchTimestamp': 1467100880454, u'channel': u'WEBSITE', u'productId': u'DDHDJKZ75WFFBXUY'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2200.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2320.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2200.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2449.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2430.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 3999.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 2499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 6483.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 6508.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288089468, u'competitor': u'AI', u'vertical': u'toy_weapon', u'fetchTimestamp': 1467100889468, u'channel': u'WEBSITE', u'productId': u'TWPE9YFFFPD73KZY'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 399.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 348.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 399.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 399.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 399.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 395.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 375.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288090814, u'competitor': u'AI', u'vertical': u'art_craft_kit', u'fetchTimestamp': 1467100890814, u'channel': u'WEBSITE', u'productId': u'ACKDA3PEYKMKJH42'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 237.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 249.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 249.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 249.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 199.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 249.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 249.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288090859, u'competitor': u'AI', u'vertical': u'art_craft_kit', u'fetchTimestamp': 1467100890859, u'channel': u'WEBSITE', u'productId': u'ACKDA3PETZCKNY36'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 499.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 449.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288085221, u'competitor': u'AI', u'vertical': u'board_game', u'fetchTimestamp': 1467100885221, u'channel': u'WEBSITE', u'productId': u'BDGDA3PNVKEVCAZC'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 299.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 289.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 299.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 299.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 279.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 299.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 275.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 299.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288102323, u'competitor': u'AI', u'vertical': u'art_craft_kit', u'fetchTimestamp': 1467100902323, u'channel': u'WEBSITE', u'productId': u'ACKDA3PEJQYJFS2G'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 625.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 625.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 630.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}]}, u'validTill': 1467288096186, u'competitor': u'AI', u'vertical': u'vehicle_pull_along', u'fetchTimestamp': 1467100896186, u'channel': u'WEBSITE', u'productId': u'VPADJZZQQDJRPPE6'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1469.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': True}}]}, u'validTill': 1467288107317, u'competitor': u'AI', u'vertical': u'stuffed_toy', u'fetchTimestamp': 1467100907317, u'channel': u'WEBSITE', u'productId': u'STFDCHZMJMZRHXXH'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 349.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, u'otherListings': []}, u'validTill': 1467288108645, u'competitor': u'AI', u'vertical': u'electronic_hobby_kit', u'fetchTimestamp': 1467100908645, u'channel': u'WEBSITE', u'productId': u'EHKEDKFHHXNZJV6F'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1399.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1687.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 1886.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288112718, u'competitor': u'AI', u'vertical': u'doll_doll_house', u'fetchTimestamp': 1467100912718, u'channel': u'WEBSITE', u'productId': u'DDHDW4XXFVY7RH6X'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 448.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 378.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 425.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 425.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 338.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 399.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 425.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}, {u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 455.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288122716, u'competitor': u'AI', u'vertical': u'learning_toy', u'fetchTimestamp': 1467100922716, u'channel': u'WEBSITE', u'productId': u'ETYDBYKQDG9DDZTQ'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 10854.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288122819, u'competitor': u'AI', u'vertical': u'vehicle_pull_along', u'fetchTimestamp': 1467100922819, u'channel': u'WEBSITE', u'productId': u'VPAE63UW9F2ZQ3BY'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 949.0}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288123158, u'competitor': u'AI', u'vertical': u'outdoor_toy', u'fetchTimestamp': 1467100923158, u'channel': u'WEBSITE', u'productId': u'OTYEFKJXZKGHFHCE'}","'timestamp'"
"{u'parsData': {u'geoInformation': {u'city': None, u'state': None, u'pincode': u'default', u'zone': None, u'country': None}, u'displayedListing': None, u'otherListings': [{u'shippings': [], u'price': {u'dealPrice': None, u'mrp': None, u'sellingPrice': {u'currency': u'INR', u'value': 11689.87}}, u'availability': {u'availabilityType': u'IN_STOCK', u'paymentModes': [], u'sla': None, u'isFulfilledByCompetitor': False}}]}, u'validTill': 1467288128288, u'competitor': u'AI', u'vertical': u'doll_doll_house', u'fetchTimestamp': 1467100928288, u'channel': u'WEBSITE', u'productId': u'DDHE4T4JZRSRKEZC'}","'timestamp'"
